OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
4290,1386,CO3895510875519890701,CLARK WASH,1989,7,1,14374.5997366414,9287079.09454044,Wildfire
4291,2580,CO3896410883020020608,MIRACLE COMPLEX,2002,6,8,27511.1593472417,17291649.752139,Wildfire
4292,1304,CO3897310213820000425,UNNAMED,2000,4,25,12401.473608975,8743443.79244063,Unknown
4293,1493,CO3898110904620060720,SPRING,2006,7,20,22362.0255087679,10014169.238752,Wildfire
4294,1020,CA4061312002920060703,UNNAMED,2006,7,3,23105.1199112657,7173590.94900381,Unknown
4295,306811,CA4062112015220120812,RUSH,2012,8,12,576353.090112668,2157120477.14343,Wildfire
4296,1135,CA4062412045019870627,BLACKS,1987,6,27,17053.3846578149,7983295.39157236,Wildfire
4297,1238,CA4063112184820031027,WHITMORE,2003,10,27,17464.7359397082,8704081.47753379,Wildfire
4298,5192,CA4063212010220020713,RUSH,2002,7,13,51565.163516198,36522783.4811881,Wildfire
4299,25680,CA4063712326820080621,LIME COMPLEX (MINERS),2008,6,21,90538.2999365793,180651634.162361,Wildfire
4300,1470,CA4063812276420080621,SHU LIGHTNING COMPLEX (LOWER),2008,6,21,15865.1804293938,10344408.4760629,Wildfire
4301,35444,CA4064212358620150731,ROUTE COMPLEX,2015,7,31,107825.933002508,249049072.853296,Wildfire
4302,2415,CA4064712197519841005,DANIELS,1984,10,5,24613.3293997204,16993802.0973369,Prescribed Fire
4303,1269,CA4078712209120080621,SHU LIGHTNING COMPLEX (STEIN),2008,6,21,19660.3636314008,8969410.65914348,Wildfire
4304,3728,CA4078912330120030914,LOMA,2003,9,14,25444.3502213925,26342989.5750911,Wildfire
4305,1833,CA4079212335020120711,FLAT,2012,7,11,18154.1008936072,12954619.1568924,Wildfire
4306,9559,CA4079412042519900808,BRANHAM,1990,8,8,53025.9987771005,67558296.5051997,Wildfire
4307,1843,CA4083312153420090802,HAT CREEK COMPLEX (BROWN),2009,8,2,16560.6623125766,13044774.675447,Wildfire
4308,10532,CA4083712302219870830,EAST,1987,8,30,64336.9076451285,74533608.72535,Wildfire
4309,29445,CA4083712326320080621,IRON AND ALPS COMPLEXES (BUCKHORN),2008,6,21,133164.17885326,208384286.120284,Wildfire
4310,1161,CA4083812232620120801,SALT CREEK,2012,8,1,13484.3833918009,8221092.24242261,Wildfire
4311,5715,CA4168212212720140731,LITTLE DEER,2014,7,31,32902.7174681048,41487363.1764431,Wildfire
4312,1431,CA4170012150720030506,S.BOUNDARY,2003,5,6,16776.6521244654,10394282.9047701,Prescribed Fire
4313,3069,CA4170412201220090719,TENNANT,2009,7,19,26998.6010809614,22296649.6942948,Wildfire
4314,5474,CA4170812050420060724,SAGE,2006,7,24,58576.5206956346,39781248.9896711,Wildfire
4315,4338,CA4171712155520061024,BIG NASTY RX,2006,10,24,31842.6134926706,31531661.9595751,Prescribed Fire
4316,3156,CA4172312096320010810,MODOC COMPLEX (BELL),2001,8,10,22659.6860757963,22943394.6312716,Wildfire
4317,1697,CA4172412354619940721,BEAR,1994,7,21,17650.8934596859,12338122.1122239,Wildfire
4318,5153,CA4193012339419870830,THOMPSON,1987,8,30,34138.997843725,37702051.8664074,Wildfire
4319,2340,CA4195112245520040724,IRONGATE,2004,7,24,24236.036482094,17133687.7389594,Wildfire
4320,1098,CA4196012323320120805,HELLO,2012,8,5,12895.3772853465,8045036.20530855,Wildfire
4321,8168,CA4197112054520070710,FLETCHER,2007,7,10,50813.2092508574,59841269.4175446,Wildfire
4322,10370,CA4199712363419870830,LONGWOOD,1987,8,30,57571.6635871769,76035241.0480296,Wildfire
4323,24044,CO3701010497920020601,SPRING,2002,6,1,85112.5136702041,152880073.337596,Wildfire
4324,1177,CO3701310827120040829,WELL,2004,8,29,17147.483166617,7483355.39366678,Wildfire
4325,1122,CO3702310256420050725,CARRIZO COMPLEX,2005,7,25,20655.1768369834,7136921.22975958,Wildfire
4326,1420,CA4125312008820030731,BARBER,2003,7,31,21202.9267329947,10175016.5443883,Wildfire
4327,2214,CA4125412043319940723,TABLE,1994,7,23,18809.9326192767,15868673.3803922,Wildfire
4328,1325,CA4125912377919920919,MARTIN,1992,9,19,23199.8640896305,9491798.926301,Wildfire
4329,10231,CA4174312132820030726,ACKLEY,2003,7,26,55984.419774846,74427314.8878865,Wildfire
4330,2927,CA4174812106319960828,DALTON #3,1996,8,28,25935.856876005,21293136.0801906,Wildfire
4331,18425,CA4174812318019870901,LAKE,1987,9,1,74714.8322437344,134056432.134601,Wildfire
4332,2106,CA4175212099720120805,LAKE COMPLEX,2012,8,5,17448.4251104712,15330533.2731634,Wildfire
4333,2588,CA4176212055219980822,NORTH CROWDER,1998,8,22,34522.8799246441,18841386.4724954,Wildfire
4334,5988,CA4176412395720150801,COON,2015,8,1,41059.9992407357,43585018.4416156,Wildfire
4335,24124,CA4176612101619990822,PINE,1999,8,22,99038.01717387,175616453.200253,Wildfire
4336,8862,CO3706410317520020515,FURNISH,2002,5,15,61913.8071930094,56427682.1578505,Wildfire
4337,7190,CO3706610439820020601,JAMES AND JOHN,2002,6,1,42911.5776884676,45783913.7121904,Unknown
4338,2857,CO3707510886119870705,AZTECTHREE,1987,7,5,35900.8266767748,18193686.1995422,Wildfire
4339,6773,CO3707910730420010503,SANDOVAL,2001,5,3,35001.8198623628,43144285.5827091,Prescribed Fire
4340,1734,CA4126012012019840809,EAGLE,1984,8,9,21531.3689438598,12428032.8301909,Wildfire
4341,34506,CA4126812300220140731,WHITES,2014,7,31,124734.631537586,247742035.075786,Wildfire
4342,2633,CA4127212044719940831,NELSON,1994,8,31,29463.8258042797,18882668.023778,Wildfire
4343,1488,CA4127312332120020609,FORKS,2002,6,9,15867.456098961,10666528.4292366,Wildfire
4344,1287,CA4175212334019990724,EAST,1999,7,24,15029.6997862084,9362807.98147359,Wildfire
4345,1683,CA4175312153819951101,SCHONCHIN,1995,11,1,19839.1081863776,12246922.5867833,Prescribed Fire
4346,1018,CA4175612054919900712,CROWDER MOUNTAIN,1990,7,12,22399.7370834693,7411374.06480853,Wildfire
4347,19635,CA4175612352619870830,TEN BALD,1987,8,30,73709.7349870649,142895569.617957,Wildfire
4348,3829,CA4177812162219990823,YELLOW PINE COMPLEX (YELLOW),1999,8,23,32287.7453998651,27884231.625004,Wildfire
4349,3829,CA4179212152919900814,ROSS,1990,8,14,30987.1509166915,27895417.9228115,Wildfire
4350,1304,CO3709110727020091016,GEORGE RX,2009,10,16,16708.2852686082,8307315.13730023,Prescribed Fire
4351,1226,CO3709810719920101012,REDONDA II RX,2010,10,12,12812.0870021163,7810706.5464183,Prescribed Fire
4352,3961,CO3709810721320160910,GREATER GRACIA RX,2016,9,10,32132.9216840653,25248826.6900303,Prescribed Fire
4353,4119,CA4127412046520120817,NELSON (W-1),2012,8,17,30849.4166003184,29553560.8392885,Wildfire
4354,2798,CA4128112031520160917,SOUP COMPLEX,2016,9,17,41385.8604419861,20074316.8213426,Wildfire
4355,2201,CA4129212028520160917,SOUP 2,2016,9,17,29099.9480190238,15787006.967099,Wildfire
4356,14959,CA4130012313520130731,SALMON RIVER COMPLEX,2013,7,31,77248.0876767019,107417182.074917,Wildfire
4357,24058,CA4133312337620130731,BUTLER,2013,7,31,87829.3244626616,172533202.244226,Wildfire
4358,10973,CA4175812328419870830,GULCH,1987,8,30,54975.085863756,79863434.325153,Wildfire
4359,4408,CA4175912146419991102,3 SISTERS,1999,11,2,29938.0838864538,32082553.1427565,Prescribed Fire
4360,2860,CA4179312283119870830,BEARCAT,1987,8,30,30968.8558580172,20836717.2729021,Wildfire
4361,118491,CA4179612337420140814,HAPPY CAMP COMPLEX,2014,8,14,214373.7661252,861487676.18197,Wildfire
4362,12166,CA4180012381520150801,BEAR,2015,8,1,66749.9605964638,88771884.2850369,Wildfire
4363,2397,CA4180412341220070710,ELK COMPLEX (LITTLE GRIDER),2007,7,10,21228.3229892608,17472447.0694518,Wildfire
4364,2256,CO3710510397519960218,UNNAMED,1996,2,18,16548.3475221744,14380855.2340076,Wildfire
4365,13234,CO3713410798219940713,UNNAMED,1994,7,13,100635.336956482,84456099.82967,Wildfire
4366,2392,CO3713810722020030726,BOLT,2003,7,26,23296.2564493626,15258931.4993228,Wildfire
4367,5397,CO3713810901119860621,WESTTOE,1986,6,21,67606.0036338622,34430991.4373316,Wildfire
4368,15965,CA4133612346520060724,ORLEANS COMPLEX,2006,7,24,56081.4912758558,114694593.692262,Wildfire
4369,40029,CA4134912330820080620,BEAR WALLOW COMPLEX (UKONOM),2008,6,20,138192.141515537,287698155.919755,Unknown
4370,1552,CA4135112309619870831,NIELON,1987,8,31,16715.7545269069,11154441.4443093,Wildfire
4371,7156,CA4136312315119940919,SPECIMEN,1994,9,19,50860.3939134759,51453644.0028622,Wildfire
4372,1180,CA4034212045819960702,BYERS,1996,7,2,18160.0257089966,8231243.90870684,Wildfire
4373,3447,CA4034212258719900809,BALD,1990,8,9,23682.8753821081,24041140.1514118,Prescribed Fire
4374,2495,CA4034312052019850807,BASS HILL,1985,8,7,26533.1723406771,17400505.4095178,Wildfire
4375,11227,CA4034312338320150731,PICKETT,2015,7,31,54709.2195398498,78331192.4710539,Wildfire
4376,1240,CA4035012205319990605,UNNAMED,1999,6,5,13250.2580784646,8646530.56203086,Wildfire
4377,1734,CA4035512379119900808,PEAKS,1990,8,8,23995.8949981941,12091131.0818249,Wildfire
4378,2770,CA4180512136320110715,SCORPIONCOMPLEX,2011,7,15,34899.9350418256,20172805.5801564,Wildfire
4379,6062,CA4181112153020080817,JACK,2008,8,17,90325.3041180092,44191514.6793107,Wildfire
4380,2941,CA4181712327419870830,CHINA,1987,8,30,28683.3482262231,21445558.8490086,Wildfire
4381,12403,CA4083812250819990908,UNNAMED,1999,9,8,53907.3367535168,87774466.3425269,Wildfire
4382,5479,CA4084112245519990823,JACKASS,1999,8,23,30732.3757905053,38777632.8502241,Wildfire
4383,62340,CA4084612185219920820,FOUNTAIN,1992,8,20,135030.372934027,441291582.656317,Wildfire
4384,1326,CA4085712092119960816,DIXIE FIRE,1996,8,16,16524.6287355944,9392655.61101489,Wildfire
4385,11697,CA4086012086020080623,CORRAL,2008,6,23,70928.4404972654,82833773.5002665,Wildfire
4386,3036,CA4086712159919880829,BURNEY FIRE,1988,8,29,23258.9739061421,21503693.0886933,Wildfire
4387,3546,CA4139712116519870831,LIGHTNING #120 (CRANK),1987,8,31,32699.9496831619,25532949.6199951,Wildfire
4388,5257,CA4139912139220150731,FROG,2015,7,31,42661.8957987171,37857386.4034,Wildfire
4389,53626,CA4141212331619870830,YELLOW #2,1987,8,30,148920.792912506,385642007.859595,Wildfire
4390,8561,CA4035712344220150731,GOBBLER,2015,7,31,44242.4118102352,59704369.7454121,Wildfire
4391,20716,CA4035812356120150806,LASSICS,2015,8,6,74417.4368469444,144375858.471248,Wildfire
4392,2828,CA4036812080220160911,WILLARD,2016,9,11,35419.2206073959,19744439.4440862,Wildfire
4393,5844,CA4183412334819870830,SLATER,1987,8,30,38130.7374059834,42636199.5744403,Wildfire
4394,3162,CA4184212270320070710,CHINA BACK COMPLEX,2007,7,10,23879.0979762616,23075778.0406343,Wildfire
4395,2450,CA4086912347920080621,IRON AND ALPS COMPLEXES (ZEIGLER),2008,6,21,20507.7067621989,17357093.9538829,Wildfire
4396,5102,CA4087512243119990823,SUGAR,1999,8,23,34611.7009071909,36143681.2514789,Wildfire
4397,2617,CA4088012247819990823,SHEEP #1,1999,8,23,24994.0139807846,18545162.074442,Wildfire
4398,16742,CA4088312338819990823,BIG BAR COMPLEX (ONION),1999,8,23,72447.44124379,118648070.657416,Wildfire
4399,39771,CA4090112136820140731,BALD,2014,7,31,104296.467000548,281748435.770843,Wildfire
4400,3794,CA4141412317720060723,UNCLES COMPLEX,2006,7,23,35624.472178209,27309913.7641562,Wildfire
4401,23299,CA4142612330620060724,HANCOCK,2006,7,24,93951.4955357808,167849296.663974,Wildfire
4402,2919,CA4144612130920060626,HIGH,2006,6,26,47949.5583991611,21039577.3005617,Wildfire
4403,1746,CA4145612142719990522,BELL WEST,1999,5,22,32977.6572049316,12592209.9796503,Wildfire
4404,1379,CA4036812200519980802,MANTON #3,1998,8,2,13673.5094459537,9621779.62579628,Wildfire
4405,1685,CA4037112070120060718,CREEK,2006,7,18,19886.2549963004,11758824.7772899,Wildfire
4406,1639,CA4037712021119860718,WENDEL,1986,7,18,15644.8323212169,11444314.694548,Wildfire
4407,3133,CA4038012294620080907,GULCH,2008,9,7,23454.9462935157,21874697.452851,Wildfire
4408,6600,CA4038412209519990823,SPRING,1999,8,23,42952.5387265545,46080842.9169787,Wildfire
4409,28690,CA4038712182320120818,PONDEROSA,2012,8,18,95645.3801691531,200543012.382069,Wildfire
4410,4866,CA4184912111220010703,CLEAR,2001,7,3,36019.2937392305,35516970.2482562,Wildfire
4411,1451,CA4184912355119870830,ELK LICK,1987,8,30,25364.3001150775,10588309.9966074,Wildfire
4412,33940,CA4185312311520160828,GAP,2016,8,28,102993.755333819,247790178.54093,Wildfire
4413,1897,CA4186612288320000721,BARK,2000,7,21,21389.9240167222,13855440.1391839,Wildfire
4414,3404,CA4090212304019870830,RIPSTEIN,1987,8,30,28135.1722140181,24139391.771249,Wildfire
4415,2039,CA4091212248019990823,LUNCH,1999,8,23,18099.8198794896,14460557.0992665,Wildfire
4416,78532,CA4091312343720150731,RIVER COMPLEX,2015,7,31,228176.608937712,557141049.048057,Wildfire
4417,7932,CA4091712133820080622,PETERSON COMPLEX,2008,6,22,52443.9567830864,56265643.9939115,Wildfire
4418,10979,CA4093812010520150803,DODGE,2015,8,3,74856.3887742781,77967837.4059756,Wildfire
4419,6452,CA4094212148720090802,SHU LIGHTNING COMPLEX (CASSEL),2009,8,2,32179.5183375524,45804854.4119923,Wildfire
4420,10041,CA4094712034320100726,MCDONALD,2010,7,26,80255.2536043762,71297423.1098364,Wildfire
4421,100961,CA4095112320220060902,PIGEON,2006,9,2,247626.46969608,716944028.04061,Wildfire
4422,1657,CA4095612245219850718,DELTA,1985,7,18,16895.4700185289,11769425.0080302,Wildfire
4423,3292,CA4096712232419990823,HIGH COMPLEX,1999,8,23,26189.0840521164,23385797.594702,Wildfire
4424,4252,CA4097312176220090802,SHU LIGHTNING COMPLEX (GOOSE),2009,8,2,30924.7836674146,30212825.2545214,Wildfire
4425,1817,CA4097312250819990823,REPTILE,1999,8,23,17463.9214386981,12912387.3378937,Wildfire
4426,3109,CA4146112251620020713,MUSSOLINI,2002,7,13,25483.5602955458,22423543.5286013,Wildfire
4427,4417,CA4146512132219870715,QUAKING,1987,7,15,32091.6755854012,31856946.5821156,Wildfire
4428,1399,CA4146612092420140703,GULCH,2014,7,3,26005.8411389836,10096903.2850328,Wildfire
4429,8356,CA4146912375220150801,NICKOWITZ,2015,8,1,59436.2133605219,60247196.9545379,Wildfire
4430,3003,CA4038712317320150730,BLUE,2015,7,30,28101.0987275911,20973176.1839409,Wildfire
4431,4619,CA4039512072520010527,DEVIL,2001,5,27,35969.4506946922,32264721.3415306,Wildfire
4432,12197,CA4040412333919870830,FLUME,1987,8,30,56427.1931424503,85215866.8847506,Wildfire
4433,1708,CA4041112189919980802,POWERHOUSE,1998,8,2,24379.3895713472,11935810.5766687,Wildfire
4434,1216,CA4042012031420010808,SHAFFER,2001,8,8,19418.0277912808,8498196.10366329,Wildfire
4435,1257,CA4186812276120010509,JONES,2001,5,9,14059.3192744568,9178317.07670706,Wildfire
4436,24378,CA4188812325320120805,FORT COMPLEX,2012,8,5,80723.6839294009,178190658.358531,Wildfire
4437,36333,CA4189812322019870830,FORT COPPER,1987,8,30,114217.645432175,265581768.108587,Wildfire
4438,2114,CA4189912012320110818,ANNIE,2011,8,18,19712.0247122336,15464631.8998744,Wildfire
4439,1735,CA4190312084820010809,MODOC COMPLEX (ROCK),2001,8,9,25751.3653412334,12680931.9046225,Wildfire
4440,1492,CA4097812037120090801,DODGE COMPLEX (MENDIBOURNE),2009,8,1,24485.2468695943,10603373.8831155,Wildfire
4441,3278,CA4097912029519980831,MCDONALD,1998,8,31,37336.1554888241,23295534.3676597,Prescribed Fire
4442,2030,CA4098212158120080621,SHU LIGHTNING COMPLEX (VENTURE),2008,6,21,23449.6999950286,14430946.949867,Wildfire
4443,1376,CA4148712239720060726,HOY,2006,7,26,17389.6346546945,9934233.63677105,Wildfire
4444,3239,CA4148912327020050920,WOOLEY,2005,9,20,29760.659555127,23380197.8720004,Wildfire
4445,2175,CA4150512318420080628,BEAR WALLOW COMPLEX (ANTHONY MILNE),2008,6,28,18581.5079571637,15706311.4574531,Wildfire
4446,11182,CA4042012272920140711,BULLY,2014,7,11,71219.6071397789,78242579.8186752,Wildfire
4447,7312,CA4042112309620080620,LIME COMPLEX (TELEPHONE),2008,6,20,45650.1769894705,51107884.5967125,Wildfire
4448,1221,CA4043712078220000722,GOAT,2000,7,22,14435.1946983618,8538018.65967495,Wildfire
4449,5345,CA4043712280619920803,UNNAMED,1992,8,3,71443.6930185739,37358953.3427506,Wildfire
4450,2296,CA4044412185520050826,MANTON,2005,8,26,26268.5404108778,16061060.6127969,Wildfire
4451,3425,CA4044812339819870830,WALLOW,1987,8,30,24327.5208605038,23957527.6953939,Wildfire
4452,13605,CA4045212284620080621,SHU LIGHTNING COMPLEX (DEERLICK),2008,6,21,103768.114421237,95184390.5421114,Wildfire
4453,2602,CA4190612128619960810,HORSE,1996,8,10,25811.2928530261,19021050.8610552,Wildfire
4454,3025,CA4192312065019840813,RAIL,1984,8,13,36090.3289194338,22127726.1504299,Wildfire
4455,34275,CA4192412288020140730,KNF BEAVER,2014,7,30,115033.155084498,250460169.099228,Wildfire
4456,6847,CA4098612181220090802,SHU LIGHTNING COMPLEX (CHALK),2009,8,2,41334.6605706188,48672674.5640287,Wildfire
4457,6395,CA4099312310719870901,STRAUSE,1987,9,1,42204.2630673684,45469987.7995542,Wildfire
4458,47731,CA4099512207820120818,BAGLEY,2012,8,18,119511.029397019,339826143.610265,Wildfire
4459,1054,CA4101212148620070710,POWER,2007,7,10,12734.7956075142,7501792.44862623,Wildfire
4460,1557,CA4103512028020061011,COLD SPRINGS PRESCRIBED BURN,2006,10,11,27313.4324079571,11085479.2728776,Prescribed Fire
4461,13595,CA4103512348820130810,CORRAL COMPLEX,2013,8,10,78806.5886359953,96767429.6821264,Wildfire
4462,124499,CA4104812343519990927,BIG BAR COMPLEX (MEGRAM),1999,9,27,270760.397275312,886669064.216241,Wildfire
4463,3171,CA4151212231520060224,HOTLUM,2006,2,24,31029.5456171314,22901720.7988662,Wildfire
4464,16919,CA4152312316420140813,MAN,2014,8,13,76554.0469514009,122279221.386521,Wildfire
4465,71448,CA4154112338120080722,PANTHER,2008,7,22,325555.855803844,516533857.938269,Wildfire
4466,3994,CA4154812306220140731,LOG,2014,7,31,30535.2644720644,28878002.9666741,Wildfire
4467,24090,CA4155512125019960826,AMBROSE COMPLEX (DAMON-LONG),1996,8,26,89188.217224029,174232548.31824,Wildfire
4468,14255,CA4155612377620150802,PEAK,2015,8,2,105332.266882666,103214440.26365,Wildfire
4469,1935,CA4045612355620150806,BUCK,2015,8,6,17651.3296189684,13534088.4088974,Wildfire
4470,6586,CA4045912280819890811,UNNAMED,1989,8,11,60432.9470755036,46063006.200072,Wildfire
4471,2586,CA4046112240819990926,CANYON,1999,9,26,28125.0589938598,18100363.5345187,Wildfire
4472,24830,CA4046512305420150731,SHIELL,2015,7,31,110593.87370413,173800921.937751,Wildfire
4473,1440,CA4047812246920120705,DALE,2012,7,5,20607.6060904007,10082959.5639521,Wildfire
4474,6064,CA4048312320019870830,PEANUT,1987,8,30,38529.1932556093,42465979.1746232,Wildfire
4475,2415,CA4064712197519850629,UNNAMED,1985,6,29,24613.3293997204,16993802.0973369,Unknown
4476,26818,CA4065212222819991016,JONES,1999,10,16,144125.858676246,188744976.543511,Wildfire
4477,1059,CA4065312264519980930,MILL RX,1998,9,30,16428.2459346653,7449955.99708474,Prescribed Fire
4478,5270,CA4065412339719870830,BEAR,1987,8,30,29776.0374139026,37089070.4529107,Wildfire
4479,6496,CA4065712187419880917,FERN,1988,9,17,41055.8055808009,45722515.5582466,Wildfire
4480,6552,CA4065812346619870830,GULCH,1987,8,30,37655.4556201599,46124186.6081792,Wildfire
4481,1223,CA4065912351320080621,LIME COMPLEX (SLIDE),2008,6,21,13619.1877669904,8609190.83145421,Wildfire
4482,31129,CA4068012335620150731,PATTISON,2015,7,31,126537.536693906,219284147.968904,Wildfire
4483,21481,CA4068311999419840706,TWIN,1984,7,6,164901.440887675,151420736.597159,Wildfire
4484,9132,CA4105412315719870830,CHINA,1987,8,30,40657.5136109247,65047164.6804258,Wildfire
4485,12914,CA4105912302720080621,BEAR WALLOW COMPLEX (CARIBOU),2008,6,21,74765.6479823168,92005886.4034173,Wildfire
4486,2395,CA4106412030719900929,MEEKS CANYON VMP #C,1990,9,29,25727.2473706509,17064233.2986404,Prescribed Fire
4487,4702,CA4107012343620090702,BACKBONE,2009,7,2,56552.0826056762,33507011.8936169,Wildfire
4488,4022,CA4107312329420080621,IRON AND ALPS COMPLEXES (CAREY),2008,6,21,50401.1274525161,28663892.734197,Wildfire
4489,12582,CA4109112047320120905,LIKELY,2012,9,5,53449.5286750421,89898302.5397402,Wildfire
4490,5282,CA4109112300620060724,RUSH,2006,7,24,44751.3153006205,37703353.2741591,Wildfire
4491,8555,CA4110812319119870830,ST.CLAIRE,1987,8,30,44567.7416782178,61036881.8189204,Wildfire
4492,1418,CA4156612316620090821,RED ROCK,2009,8,21,22466.0772861166,10257641.1778271,Wildfire
4493,6121,CA4160912335520060723,TITUS,2006,7,23,40324.4728370902,44344231.9324776,Wildfire
4494,1535,CA4048512133820050909,HORSESHOE WFU,2005,9,9,17289.5546186428,10750968.1009502,Wildland Fire Use
4495,1120,CA4048812292220080621,LIME COMPLEX (DEADSHOT),2008,6,21,18125.2366609287,7842400.58306091,Wildfire
4496,6320,CA4049212319820150803,PEAK,2015,8,3,30709.2634461431,44278439.2903655,Wildfire
4497,1091,CA4068412283520090812,COFFIN,2009,8,12,17664.4787145502,7682774.01723916,Wildfire
4498,1923,CA4069112352420150610,SADDLE,2015,6,10,22371.3404610545,13544933.6337098,Wildfire
